Name,Address,Postcode,Type,Latitude,Longitude,Category,Rating
"National Black Touring Circuit, Inc.","790 Riverside Drive, Apt. 3E",10032,Theater,40.834787,-73.946852,cultural_center,-1
Moharani Indian Takeaway Restaurant,185 Norman Ave,11222,indian,40.727267,-73.946939,restaurant,3.5
Testo,141 Leonard St,11206,healthy,40.708324,-73.946988,restaurant,4.5
Alison,1651 Lexington Ave,10029,american,40.79095616,-73.94699045,restaurant,4
Noodle Fun,1744 1st Ave,10128,chinese,40.77953339,-73.94703674,restaurant,4
Sabor A Mexico,1744 1st Ave,10128,mexican,40.77953,-73.94704,restaurant,3.5
Haab,202 Leonard St,11206,mexican,40.71099,-73.94707,restaurant,4.5
Studio Museum in Harlem,144 West 125th Street,10027,Visual Arts,40.808523,-73.947278,cultural_center,-1
Taqueria San Pedro,3662 Broadway,10031,mexican,40.8303299,-73.94728,restaurant,3.5
Asha Indian Food,151 E 103rd St,10029,indian,40.7902707,-73.9473015,restaurant,3.5
Bono Trattoria,3658 Broadway,10031,italian,40.83019964,-73.94734494,restaurant,4
Arturo's Pizza,1610 York Ave,10028,pizza,40.77528,-73.94737,restaurant,4
Lex Fish and Food Market,149 E 103rd St,10029,seafood,40.7903481,-73.9474182,restaurant,4
Chopped Parsley,500 W 146th St,10031,japanese,40.82593,-73.94742,restaurant,4
"Variations Theatre Group, Inc.",21- 28 45th Rd,11101,Theater,40.746588,-73.94745,cultural_center,-1
The Drunken Munkey - UES,338 E 92nd St,10128,indian,40.78098,-73.94751,restaurant,3
Mad For Chicken Williamsburg,617 Grand St,11211,korean,40.71142,-73.94751,restaurant,3.5
"Museum of African American Cinema, Inc.","163 West 125th Street, Suite 903",10027,Museum,40.808644,-73.947524,cultural_center,-1
Sottocasa Pizzeria - Harlem,227 Lenox Ave,10027,pizza,40.805587,-73.947547,restaurant,4
Lily Thai,615 Grand St,11211,thai,40.7114199,-73.9476,restaurant,4.5
The Saint Austere,613 Grand St,11211,italian,40.7114604,-73.9476182,restaurant,4.5
Settepani,196 Lenox Ave,10026,italian,40.80435,-73.94766,restaurant,4.5
Hometown Dumpling,1619 York Ave,10028,korean,40.77549,-73.94767,restaurant,4
El Aguila,1634 Lexington Ave,10029,mexican,40.790573,-73.947715,restaurant,4.5
Kim Tong,1722 Amsterdam Ave,10031,chinese,40.82557,-73.94777,restaurant,4
Pho Shop,1716 1st Ave,10128,vietnamese,40.77854288,-73.94779377,restaurant,4.5
Nick's Pizza,1814 2nd Ave,10128,pizza,40.78272,-73.94781,restaurant,4
Arturo's,1617 York Ave,10028,italian,40.775478,-73.947847,restaurant,4
Sugar Hill Creamery,184 Lenox Ave,10026,dessert,40.80407,-73.94785,restaurant,4
El Tepeyac Mexican Food,1621 Lexington Ave,10029,mexican,40.789737,-73.94786,restaurant,3
CHOCHIN,310 E 93rd St,10128,japanese,40.781805,-73.947887,restaurant,4.5
Ovi's Place,2925 Avenue H,11210,healthy,40.63168335,-73.94799042,restaurant,4.5
Ital Fusion,2085 Nostrand Ave,11210,healthy,40.63472659,-73.94799393,restaurant,4.5
"Hands On Sign Interpreted Performances, Inc.","159-00 Riverside Drive West, Ste. 7F",10032,Theater,40.837414,-73.947996,cultural_center,-1
Mumtaz Indian Restaurant,1582 York Ave,10028,indian,40.77413,-73.94821,restaurant,4
A-jiao,1817 2nd Ave,10128,chinese,40.783159,-73.948244,restaurant,4
MRS. AN Thai,173 E 99th St,10029,thai,40.7874046,-73.9482732,restaurant,4
"New York Classical Theatre, Inc.","40 West 116th Street, #B1004",10026,Theater,40.80145,-73.948342,cultural_center,-1
Archer & Goat,187 Lenox Ave,10026,american,40.80432,-73.94835,restaurant,3
Delhi Masala,2077 Adam Clayton Powell Jr Blvd,10027,indian,40.80799,-73.94856,restaurant,4.5
Pro Thai,1575 Lexington Ave,10029,thai,40.78888,-73.94857,restaurant,4
Romare Bearden Foundation,"2090 Adam Clayton Powell, Jr. Blvd",10027,Visual Arts,40.808639,-73.948582,cultural_center,-1
At the Wallace,3612 Broadway,10031,brunch,40.8286496,-73.94858322,restaurant,4
The Chipped Cup,3610 Broadway,10031,dessert,40.828716,-73.948592,restaurant,3.5
Mama Pho,580 Grand St,11211,vietnamese,40.710914,-73.948592,restaurant,4.5
The Honey Well,3604 Broadway,10031,american,40.82849,-73.94862,restaurant,3.5
Burritos y Mas NY Tex-Mex,1571 Lexington Ave,10029,mexican,40.7887687,-73.94862599,restaurant,4
Maxwells Central Park,1325 5th Ave,10029,brunch,40.79746942,-73.94862926,restaurant,4
A1 Asian Fusion,2071 7th Ave,10027,thai,40.80785,-73.94867,restaurant,4.5
The Handpulled Noodle,3600 Broadway,10031,thai,40.828384,-73.948674,restaurant,4.5
Effy's Kitchen,1567 Lexington Ave,10029,american,40.78845,-73.94871,restaurant,4
Chu-Ros Thai,1590 Lexington Ave,10029,chinese,40.78922,-73.94873,restaurant,2.5
Lexington Pizza Parlour,1590 Lexington Ave,10029,pizza,40.789283,-73.9487429,restaurant,4.5
La Shuk,1569 Lexington Ave,10029,brunch,40.78863,-73.94875,restaurant,3.5
Au Jus,1569 Lexington Ave,10029,healthy,40.7887067,-73.94878215,restaurant,4.5
Okonomi,150 Ainslie St,11211,seafood,40.712622,-73.9487843,restaurant,4.5
L’Argot,142 Hamilton Pl,10031,brunch,40.82428,-73.9488,restaurant,3.5
Harlem Seafood Soul,125TH And 7th Ave,10027,seafood,40.80910061,-73.9488099,restaurant,4
"artHARLEM, Inc.","104 West 119th Street, Suite 3",10026,Visual Arts,40.804181,-73.948827,cultural_center,-1
Delizia 92,1762 2nd Ave,10128,pizza,40.78152,-73.94886,restaurant,4
"Harmony Program, Inc.",535 East 80th Street,10075,Music,40.771681,-73.948986,cultural_center,-1
Yummy City,1557 Lexington Ave,10029,chinese,40.78792445,-73.94898636,restaurant,3.5
SITA THAI,3609 Broadway Ave,10031,thai,40.82889,-73.94899,restaurant,3.5
China 1 Kitchen,609 Main St,10044,chinese,40.76320233,-73.94900407,restaurant,4
Conmigo,1685 1st Ave,10128,mexican,40.77793,-73.94902,restaurant,4.5
Manducatis,13-27 Jackson Ave,11101,italian,40.74459485,-73.94906958,restaurant,4
"LonGar Ebony Ensemble, Ltd.",119 West 119th Street,10026,Music,40.80431,-73.949087,cultural_center,-1
Taj Kabab King,568 Grand St,11211,indian,40.710938,-73.9491,restaurant,4.5
Sea and Sea,60-62 W 116th St,10026,seafood,40.8015253,-73.9491013,restaurant,3.5
Greenpoint Fish & Lobster,114 Nassau Ave,11222,seafood,40.724128,-73.9491199,restaurant,4.5
Le Viet Cafe,1750 2nd Ave,10128,thai,40.78116,-73.94913,restaurant,4
Nicky's Vietnamese Sandwiches,554 Lorimer St,11211,vietnamese,40.71347272,-73.94919556,restaurant,4
Feng Shun Chang Kitchen,2 W 111th St,10026,chinese,40.7974815,-73.9492035,restaurant,4.5
Gotham Pizza,1667 1st Ave,10028,pizza,40.777568,-73.949218,restaurant,4.5
U Like,602 Marcy Ave,11206,chinese,40.694007,-73.949259,restaurant,3.5
Mokja,1663 1st Ave,10028,korean,40.7774361,-73.9492703,restaurant,5
Peng's Noodle Folk,1659 1st Ave,10028,chinese,40.77726,-73.94932,restaurant,4.5
DTUT,1744 2nd Ave,10128,dessert,40.78085422,-73.94934118,restaurant,3.5
Hogshead Tavern,126 Hamilton Pl,10031,brunch,40.8239852,-73.94934339,restaurant,3.5
Sweet Chef Southern Style Bakery,122 Hamilton Pl,10031,dessert,40.8239474,-73.9493576,restaurant,4
The Grange Bar and Eatery,1635 Amsterdam Ave,10031,brunch,40.82252333,-73.94935845,restaurant,4.5
Zona Rosa,571 Lorimer St,11211,mexican,40.71393889,-73.94940767,restaurant,4
Dorsky Gallery Curatorial Programs,11-03 45 Avenue,11101,Visual Arts,40.747722,-73.94943,cultural_center,-1
Suzume,545 Lorimer St,11211,japanese,40.7131652,-73.9494479,restaurant,4
Thais New York,1750 2nd Ave,10128,thai,40.781299,-73.94947384,restaurant,4
Hamilton's Bakery,3570 Broadway,10031,dessert,40.82733991,-73.94947659,restaurant,4
Taste Crème,13-11 Jackson Ave,11101,dessert,40.744347,-73.9495349,restaurant,4
Cafe One,1619 Amsterdam Ave,10031,dessert,40.822166,-73.949569,restaurant,4.5
Liukoushui Hot Pot Noodle,568 Main St,10044,chinese,40.76246946,-73.94964015,restaurant,4.5
Happy Zoe Vegan Bakery,102 B Nassau Ave,11222,healthy,40.724233,-73.949646,restaurant,3.5
India House Restaurant,586 Nostrand Ave,11216,indian,40.67871937,-73.94966997,restaurant,3.5
Tacos Azteca,3468 Bdwy,10031,mexican,40.82721139,-73.94967537,restaurant,4
Number 1 Chinese Restaurant,83 W 115th St,10026,chinese,40.80127,-73.94974,restaurant,4.5
Mughlai Indian Cuisine,1724 2nd Ave,10128,indian,40.78002,-73.94978,restaurant,4
Noche De Margaritas,1726 2nd Ave,10128,mexican,40.7801018,-73.9497833,restaurant,4
Chun Vegetarian,582 Nostrand Ave,11216,healthy,40.6788769,-73.9498381,restaurant,4
New King Wok Restaurant,2025 7th Ave,10027,chinese,40.8064728,-73.9498444,restaurant,3.5
King's Wok,3575 Broadway,10031,chinese,40.82762,-73.9499,restaurant,4
Go Nonna,10-50 44th Dr,11101,italian,40.74831,-73.9499,restaurant,4
Prince Tea House,1521 York Ave,10028,dessert,40.7725246,-73.9499197,restaurant,3.5
Hong Cheong Kitchen,2393 Frederick Douglass B,10027,chinese,40.812366,-73.949928,restaurant,4.5
Black Nile,592 Nostrand Ave,11216,seafood,40.67823,-73.94998,restaurant,4
Sweet Brooklyn Bar And Grill,608 Nostrand Ave,11216,american,40.6778663,-73.95000022,restaurant,3.5
"Composers Concordance, Inc.",1510 york ave #2b,10075,Music,40.771967,-73.950004,cultural_center,-1
Le Barricou,533 Grand St,11211,brunch,40.71118,-73.95003,restaurant,3.5
Ashoka on 2nd Avenue,1718 2nd Ave,10128,indian,40.7798555,-73.9500904,restaurant,4
San Matteo Pizza and Espresso Bar,1739 2nd Ave,10128,pizza,40.7804,-73.95012,restaurant,3.5
Veggies Natural Juice Bar and Cafe,1209 Nostrand Ave,11225,healthy,40.65767,-73.95014,restaurant,5
Evil Olive Pizza Bar,198 Union Ave,11211,pizza,40.706295,-73.9501648,restaurant,4
Bardolino Pizza,1505 Lexington Ave,10029,pizza,40.78665,-73.95019,restaurant,3
IL Carino Restaurant,1710 2nd Ave,10128,italian,40.77945,-73.95019,restaurant,4
Oso,1618 Amsterdam Ave At 140th St,10031,mexican,40.82195,-73.9502399,restaurant,4
Charlotte Patisserie,596 Manhattan Ave,11222,dessert,40.72308,-73.95025,restaurant,4
Madame Poupon,387A Nostrand Ave,11216,dessert,40.6844653,-73.9502516,restaurant,4
Mole,1735 2nd Ave,10128,mexican,40.780331,-73.950302,restaurant,4.5
Taqueria Milear,752A Nostrand Ave,11216,mexican,40.67298353,-73.95031214,restaurant,3.5
Best Kitchen Time,1250 Nostrand Ave,11225,vietnamese,40.65659,-73.95035,restaurant,4
Luna Rossa,347 E 85th St,10028,italian,40.776612,-73.950351,restaurant,4.5
Amy Ruth's,113 W 116th St,10026,seafood,40.80248,-73.95038,restaurant,4
Bawarchi Indian Cuisine,1546 Madison Ave,10029,indian,40.792804,-73.950393,restaurant,4
Vietnaam,1700 2nd Ave,10128,thai,40.7791481,-73.95041656,restaurant,3.5
Beco,45 Richardson St,11211,brunch,40.71837,-73.95045,restaurant,3.5
Ruammit Thai,742 Nostrand Ave,11216,thai,40.67324,-73.950452,restaurant,3.5
Uotora,1075 Bergen St,11216,japanese,40.676369,-73.950486,restaurant,4.5
Sapporo Ichiban,622 Manhattan Ave,11222,japanese,40.72365,-73.95057,restaurant,4
Bernie's,332 Driggs Ave,11222,american,40.72189,-73.95057,restaurant,4.5
RYUJIN,513 Grand St,11211,japanese,40.71117819,-73.95062567,restaurant,4.5
Mu Ramen,12-09 Jackson Ave,11101,japanese,40.743797,-73.950631,restaurant,4
Fumo,1600 Amsterdam Ave,10031,american,40.821427,-73.950638,restaurant,4
Cookie Crumz,10-15 44th Rd,11101,dessert,40.7496735,-73.9506478,restaurant,3.5
Screamer's Pizzeria,620 Manhattan Ave,11222,pizza,40.7235518,-73.95065,restaurant,4
Uncle Tony's Pizza,1596 Amsterdam Ave,10031,pizza,40.82139,-73.95066,restaurant,5
Grand Great Wall Restaurant,1588 Amsterdam Ave,10031,chinese,40.8212837,-73.9506657,restaurant,3
Inase Restaurant,1586 1st Ave,10028,japanese,40.77452,-73.950729,restaurant,3.5
Ralph's Famous Italian Ices,1588 1st Ave,10028,dessert,40.77460984,-73.95074621,restaurant,4
Williamsburg Pizza,265 Union Ave,11211,pizza,40.7078768,-73.9507711,restaurant,4
Oaxaca Taqueria,1709 2nd Ave,10128,mexican,40.77964,-73.95081,restaurant,3.5
Camillo,1146 Nostrand Ave,11225,italian,40.6596,-73.95081,restaurant,3
TØRST,615 Manhattan Ave,11222,american,40.7233949,-73.950856,restaurant,4.5
Wholesome Garden Pizza,3529 Broadway Ave,10031,pizza,40.82605422,-73.95085749,restaurant,4
Ashoka Grill,1436 Flatbush Ave,11210,indian,40.6356477,-73.9508667,restaurant,4.5
Salvo's Family Market,500 E 77th St,10162,healthy,40.76944,-73.95087,restaurant,4
Amarin Cafe,617 Manhattan Ave,11222,thai,40.72345,-73.95087,restaurant,4.5
Bulbap Grill,646 Manhattan Ave,11222,korean,40.7243,-73.9509099,restaurant,3.5
Wanpaku,621 Manhattan Ave,11222,japanese,40.72355,-73.95092,restaurant,4
Salvo's Pizzabar,1477 York Ave,10075,pizza,40.77085114,-73.95092773,restaurant,4.5
Xi'an Famous Foods,648 Manhattan Ave,11222,chinese,40.72433017,-73.95092994,restaurant,4
Eastfield's Kitchen & Bar,1479 York Ave,10075,brunch,40.77092645,-73.95093859,restaurant,4
Kings Co Imperial,20 Skillman Ave,11211,chinese,40.71512,-73.95097,restaurant,4
Korali Estiatorio,1662 3rd Ave,10128,seafood,40.78349,-73.95098,restaurant,4.5
Mermaid Fish Market,1196 President St,11225,seafood,40.66799,-73.9509999,restaurant,5
"World Civic Orchestra, Inc.",530 E. 76th Street,10021,Music,40.769077,-73.95101,cultural_center,-1
Maz Mezcal,316 E 86th St,10028,mexican,40.77741,-73.95103,restaurant,4
Anchor Wine Bar,3508 Broadway,10031,italian,40.82536161,-73.95103388,restaurant,4
Cafe D'Alsace,1695 2nd Ave,10128,brunch,40.77916,-73.95104,restaurant,4.5
Maoz Vegetarian,5TH Ave,10029,healthy,40.795163,-73.951042,restaurant,4
Santos Anne,366 Union Ave,11211,mexican,40.71138375,-73.9510456,restaurant,4
Harlem Pizza Co,135 West 116th St,10026,pizza,40.8029069,-73.9510825,restaurant,5
Samurai Papa BS,594 Lafayette Ave,11216,japanese,40.6897563,-73.951087,restaurant,4.5
Modern Love Brooklyn,317 Union Ave,11211,healthy,40.70983,-73.95109,restaurant,4
"Roosevelt Island Youth Program, Inc.",506 Main Street,10044,Music,40.760706,-73.951106,cultural_center,-1
Nostrand Cafe,261 Nostrand Ave,11216,korean,40.68978,-73.951142,restaurant,3.5
Cherry Point,664 Manhattan Ave,11222,brunch,40.72449542,-73.95115751,restaurant,4
Bamonte's,32 Withers St,11211,italian,40.716579,-73.951174,restaurant,4.5
L Encanto D Lola,57 Lenox Ave,10026,mexican,40.80014644,-73.95118636,restaurant,5
Gino's Pizza,345 E 83rd St,10028,pizza,40.77535,-73.95121,restaurant,3.5
Chinatown Restaurant,1650 3rd Ave,10128,chinese,40.78286,-73.95126,restaurant,4.5
Crepe Master,139 W 116st,10026,dessert,40.803225,-73.951278,restaurant,4.5
Third Avenue Ale House,1644 3rd Ave,10128,american,40.7828,-73.95129,restaurant,4
Daniel's Music Foundation,1641 Third Avenue,10128,Music,40.782491,-73.951292,cultural_center,-1
Hunan Delight,1467 York Ave,10075,chinese,40.770678,-73.951296,restaurant,4.5
Calexico,645 Manhattan Ave,11222,mexican,40.72416,-73.95132,restaurant,4
hanon,436 Union Ave,11211,japanese,40.7134488,-73.9513445,restaurant,3.5
Montesacro Pinseria Brooklyn,432 Union Ave,11211,pizza,40.71338,-73.95136,restaurant,4.5
Side Park Cafe,1230 5th Ave,10029,mexican,40.7931,-73.95137,restaurant,4.5
Emack & Bolio's,1564 1st Ave,10028,dessert,40.77382,-73.95139,restaurant,3.5
Musashi Asian Cuisine,495 Grand St,11211,japanese,40.71113586,-73.95142365,restaurant,4
Chimu Bistro,482 Union Ave,11211,seafood,40.714903,-73.95144,restaurant,4.5
Scalino,659 Manhattan Ave,11222,italian,40.7244699,-73.95151,restaurant,4
Earl's Beer & Cheese,1259 Park Ave,10029,american,40.78729,-73.95152,restaurant,3.5
Little Luzzo's,119 E 96th St,10128,pizza,40.786342,-73.951553,restaurant,3.5
Forma Pasta Factory,14 Bedford Ave,11222,italian,40.72371,-73.95157,restaurant,4.5
Five Leaves,18 Bedford Ave,11222,brunch,40.72371831,-73.95159864,restaurant,4.5
Sweetleaf,10-93 Jackson Ave,11101,dessert,40.74328776,-73.95160405,restaurant,4.5
Reunion,544 Union Ave,11211,brunch,40.7171,-73.95164,restaurant,4
Mama Pho,685 Manhattan Ave,11222,vietnamese,40.72504,-73.95165,restaurant,4
Matto Espresso,3495 Broadway,10031,dessert,40.82513,-73.95173,restaurant,4.5
Boon Thai,681 Manhattan Ave,11222,thai,40.724933,-73.951759,restaurant,4
Two Little Red Hens,1652 2nd Ave,10028,dessert,40.777528,-73.9517869,restaurant,4.5
Bondurants,303 E 85th St,10028,brunch,40.777292,-73.951854,restaurant,4
Patisserie Tomoko,568 Union Ave,11211,dessert,40.7176114,-73.9519192,restaurant,4
Manetta's Ristorante,1076 Jackson Ave,11101,italian,40.742935,-73.951929,restaurant,4.5
Geisha Sushi,3468 Broadway,10031,thai,40.8241613,-73.9519775,restaurant,3.5
Hibino,10-70 Jackson Ave,11101,japanese,40.742626,-73.95198,restaurant,3.5
Amigos del Museo del Barrio,1230 Fifth Avenue,10029,Visual Arts,40.793072,-73.951992,cultural_center,-1
Savann Mediterranean  Cuisine Restaurant,2280 Frederick Douglass Blvd,10027,seafood,40.80848,-73.95201,restaurant,4
Casa Publica,594 Union Ave,11211,mexican,40.718194,-73.9520543,restaurant,4.5
"Central Park Brass, Inc.","1435 Lexington Avenue, #7F",10128,Music,40.784248,-73.952103,cultural_center,-1
Home Sweet Harlem,1528 Amsterdam Ave,10031,dessert,40.81932,-73.95217,restaurant,4
Sea & Sea,310 St Nicholas Ave,10027,seafood,40.811012,-73.952174,restaurant,4.5
The Supply House,1647 2nd Ave,10028,american,40.7775579,-73.9521892,restaurant,4
Amami Bar and Restaurant,57 Nassau Ave,11222,japanese,40.723548,-73.952194,restaurant,4
ROKC,3452 Broadway,10031,japanese,40.8235051,-73.9522425,restaurant,4.5
Pepo's Pizza,1522 Amsterdam Ave,10031,pizza,40.81914,-73.95229,restaurant,5
Peter Pan Donut & Pastry Shop,727 Manhattan Ave,11222,dessert,40.726086,-73.952308,restaurant,4.5
Pho Hoai Restaurant,1906 Ave U,11229,vietnamese,40.599018,-73.952308,restaurant,3
Lyn-Genet’s Kitchen ,3473 Broadway,10031,healthy,40.824427,-73.9523121,restaurant,4
Greedi Vegan,1031 Bergen St,11216,healthy,40.6763513,-73.9523247,restaurant,4
La Pulperia UES,1626 2nd Ave,10028,brunch,40.7766202,-73.9523275,restaurant,3.5
Lilia,567 Union Ave,11211,dessert,40.71757,-73.95236,restaurant,3.5
Angel of Harlem,2272 Frederick Douglass Blvd,10027,brunch,40.807978,-73.952365,restaurant,4.5
La Rustica Pizza,1426 Lexington Ave,10128,pizza,40.78411,-73.95238,restaurant,4
China Jade,1643 2nd Ave,10028,chinese,40.77747,-73.95239,restaurant,4
Hungry?,77 Norman Ave,11222,thai,40.7253533,-73.952406,restaurant,3.5
Frijolito's,3446 Broadway,10031,mexican,40.82346529,-73.95241722,restaurant,4.5
Donguri Restaurant,309 E 83rd St,10028,japanese,40.775724,-73.952431,restaurant,4
The Daisy,1641 Second Ave,10028,american,40.77741,-73.952434,restaurant,3.5
Jimmy's Diner,577 Union Ave,11211,american,40.7177,-73.952445,restaurant,4
Museum of the City of New York,1220 Fifth Avenue,10029,Museum,40.792438,-73.952448,cultural_center,-1
Teng Dragon,1516 Amsterdam Ave,10031,chinese,40.81885003,-73.95252015,restaurant,3.5
Bombay Spice,1018 Bergen St,11216,indian,40.676071,-73.952543,restaurant,3.5
PQR,1631 2nd Ave,10028,pizza,40.77709391,-73.95254369,restaurant,4
Piccolo Trattoria,455 Main St,10044,pizza,40.75916768,-73.95254669,restaurant,4
Van Leeuwen Ice Cream,1625 2nd Ave,10028,dessert,40.77701575,-73.9525738,restaurant,4.5
Elio's,1621 2nd Ave,10028,italian,40.77676324,-73.95266321,restaurant,4
Harvest Chinese & Thai Cuisine,1502 1st Ave,10075,chinese,40.7718201,-73.9526672,restaurant,4.5
Sfoglia Restaurant,1402 Lexington Ave,10128,italian,40.783535,-73.952719,restaurant,4
IPizza NY,351 W 125th St,10027,pizza,40.81113,-73.95272,restaurant,3
Sushi Of Gari,402 E 78th St,10075,japanese,40.77137,-73.95275,restaurant,4.5
Seasoned Vegan,55 Saint Nicholas Ave,10026,indian,40.800664,-73.952757,restaurant,2.5
Picante,3424 Broadway,10031,mexican,40.82283729,-73.95277096,restaurant,3.5
750 Myrtle Diner,750 Myrtle Ave,11205,japanese,40.69486,-73.95278,restaurant,3.5
El Paso Taqueria,64 E 97th St,10029,mexican,40.7872963,-73.95281219,restaurant,3.5
FCBC Community Development Corporation,1912 Adam Clayton Powell Jr. Blvd.,10026,Theater,40.802841,-73.952813,cultural_center,-1
Tanoshi Sushi Sake Bar,1372 York Ave,10021,japanese,40.767568,-73.952815,restaurant,4
Makana Hawaiian BBQ & Poke,1502 Amsterdam Ave,10031,japanese,40.81843,-73.95282,restaurant,2.5
Italy Pizza,788 Manhattan Ave,11222,pizza,40.7275599,-73.95282,restaurant,4
Don Pancho Villa Restaurant,189 Borinquen Pl,11211,mexican,40.7109108,-73.9528503,restaurant,4
Manducatis Rustica,46-33 Vernon Blvd,11101,italian,40.74585751,-73.95287756,restaurant,4.5
Finestra Restaurant,1370 York Ave,10021,seafood,40.76751,-73.95288,restaurant,3.5
"Musica De Camara, Inc.",1215 Fifth Avenue,10029,Music,40.79181,-73.9529,cultural_center,-1
Cantina Cumbancha,232 N12th St,11211,mexican,40.71935,-73.95293,restaurant,4
Tanoshi Bento,1372 York Ave,10021,japanese,40.7676299,-73.95296,restaurant,3.5
Hummus Kitchen,1613 2nd Ave,10028,indian,40.77636504,-73.95296934,restaurant,3.5
Italian Village Pizzeria,1494 1st Ave,10075,pizza,40.771447,-73.952994,restaurant,3
Centro Pizza Bar & Italian Kitchen,47-23 Vernon Blvd,11101,pizza,40.74489,-73.95301,restaurant,5
La Diagonal,185 St Nicholas Ave,10026,mexican,40.8061,-73.95302,restaurant,3
Bellwether,47-25 Vernon Blvd,11101,american,40.74482,-73.95304,restaurant,4
Kobeyaki,215 E 86th St,10028,japanese,40.77861,-73.9530599,restaurant,4.5
Bua Thai Ramen & Robata Grill,1611 2nd Ave,10028,vietnamese,40.77635,-73.95308,restaurant,4.5
Yoan Ming Garden,1407 Madison Ave,10029,chinese,40.78813,-73.95315,restaurant,4.5
Ballet Orchestra of New York City,438 East 76th Street #4-C,10021,Music,40.769984,-73.953168,cultural_center,-1
B2 Harlem,271 W 119th St,10026,seafood,40.80613,-73.95317,restaurant,3
Wa Jeal Sichuan Chili House,1588 2nd Ave,10028,chinese,40.77536,-73.95317,restaurant,4
Wok 88,1570 3rd Ave,10128,chinese,40.78042,-73.95322,restaurant,4
Gantry Bar & Kitchen,47-02 Vernon Blvd,11101,american,40.74539534,-73.95322792,restaurant,4
Jackson's Eatery | Bar,10-37 Jackson Ave,11101,brunch,40.74241,-73.95323,restaurant,4
The Penrose,1590 2nd Ave,10028,brunch,40.77553341,-73.95324875,restaurant,3.5
Curry-Ya,1467 Amsterdam Ave,10027,japanese,40.81712,-73.95325,restaurant,4
Vinnie's Pizzeria,1603 2nd Ave,10028,pizza,40.776219,-73.95327,restaurant,4
Bangkok Cuisine Upper East Side,1586 2nd Ave,10028,vietnamese,40.77537,-73.95335,restaurant,4.5
Reena Treats,2220 Frederick Douglas Blvd,10026,dessert,40.80662,-73.95338,restaurant,4
Sushi Ren,1584 2nd Ave,10028,japanese,40.7753299,-73.95339,restaurant,4
Sweet Chick,46-42 Vernon Blvd,11101,brunch,40.74578,-73.95339,restaurant,4.5
Slice,48-11 Vernon Blvd,11101,pizza,40.74367,-73.95345,restaurant,3.5
Erminia Italian Restaurant,250 E 83rd St,10028,italian,40.77594,-73.95346,restaurant,4
Osteria Laura,1890 Adam Clayton Jr Blvd,10026,american,40.802591,-73.95348,restaurant,4
Corazon De Mexico Restaurant & Bar,10-09 50th Ave,11101,mexican,40.74281,-73.95348,restaurant,4
Mei Jin Ramen,1574 2nd Ave,10028,japanese,40.775028,-73.953491,restaurant,4
Safari Restaurant NYC,219 W 116th St,10026,indian,40.80381,-73.9535,restaurant,5
Best Pizza,33 Havemeyer St,11211,pizza,40.7156,-73.95352,restaurant,4
Catfish,1433 Bedford Ave,11216,seafood,40.674106,-73.953529,restaurant,5
Cyclo,5-51 47th Ave,11101,thai,40.745714,-73.953549,restaurant,4.5
Maison Bangkok,355 E 78th St,10075,thai,40.77192988,-73.95357996,restaurant,4
Thai Peppercorn,1406 Madison Ave,10029,thai,40.78821,-73.95363,restaurant,4
Om Restaurant,1593 2nd Ave,10028,indian,40.77583,-73.95364,restaurant,4
Spice,1479 1st Ave,10075,vietnamese,40.77124301,-73.95366806,restaurant,3
"American Performing Arts Collaborative, Inc.",6 Hancock Place,10027,Theater,40.81029,-73.953685,cultural_center,-1
Clay,553 Manhattan Ave,10027,american,40.80940022,-73.95369507,restaurant,3.5
Café Henri,1010 50th Ave,11101,brunch,40.742559,-73.953697,restaurant,4
"First Baptist Church of Crown Heights, Inc.",450 Eastern Parkway,11225,Music,40.670028,-73.953728,cultural_center,-1
Chinese Musician Restaurant,151 Greenpoint Ave,11222,chinese,40.7303597,-73.9537321,restaurant,4.5
Chairman Sun 国色天湘,47-30 Vernon Blvd,11101,seafood,40.74465,-73.95375,restaurant,3.5
Bella Via Restaurant,47-46 Vernon Blvd,11101,italian,40.74424605,-73.95375447,restaurant,5
Canyon Road Grill,1470 1st Ave,10075,mexican,40.770694,-73.953774,restaurant,4
Chinelos II,530 W 136th St,10031,mexican,40.82033,-73.95378,restaurant,4.5
Maruzzella,1483 1st Ave,10075,italian,40.77135,-73.95379,restaurant,4
Tamashii Blue,47-36 Vernon Blvd,11101,japanese,40.74452,-73.9538,restaurant,4
Sushi Daizen,47-38 Vernon Blvd,11101,japanese,40.74445,-73.9538199,restaurant,4.5
Four Winters,47-38 Vernon Blvd,11101,dessert,40.74445,-73.95382,restaurant,4
Da Capo,1392 Madison Ave,10029,italian,40.78776967,-73.95383846,restaurant,4.5
"Living Image Arts, Inc.",1072 Lorimer Street,11222,Theater,40.727372,-73.953851,cultural_center,-1
"Canticorum Virtuosi, Inc.",1392 Madison Avenue,10029,Music,40.78763,-73.953885,cultural_center,-1
Sushi Ishikawa,419 E 74th St,10021,japanese,40.768783,-73.9538981,restaurant,3.5
Baron's,564 Dekalb Ave,11205,brunch,40.6908116,-73.953915,restaurant,4
Churutto Ramen & Poke,1534 3rd Ave,10128,japanese,40.77916,-73.95396,restaurant,3.5
"Lot Radio, Inc.",17 Nassau Ave,11222,Music,40.722722,-73.953966,cultural_center,-1
Cascabel Taqueria,1556 2nd Ave,10028,mexican,40.7743636,-73.9539916,restaurant,3.5
